created_at,amount_usd,currency,payment_instrument_type,card_brand,issuing_country,authorized
01-27-2021 12:48:55,252425,EUR,PAYMENTCARD,AMEX,GB,1
04-21-2021 02:51:06,94594,EUR,PAYMENTCARD,MASTERCARD,GB,1
04-22-2021 17:09:06,345073,GBP,PAYMENTCARD,VISA,GB,0
01-16-2021 22:03:53,270152,EUR,APPLEPAY,VISA,US,0
02-19-2021 22:46:39,265986,AUD,APPLEPAY,AMEX,GB,1
05-03-2021 22:09:04,250048,EUR,PAYPAL,VISA,GB,1
01-18-2021 07:51:19,10091,GBP,PAYMENTCARD,VISA,US,1
02-02-2021 23:32:42,345830,GBP,PAYMENTCARD,AMEX,US,0
04-26-2021 07:03:58,258448,USD,APPLEPAY,VISA,GB,1
04-15-2021 16:27:00,296944,GBP,PAYPAL,MASTERCARD,US,1
03-01-2021 15:14:30,338555,USD,PAYPAL,VISA,GB,1
01-23-2021 09:10:15,160383,EUR,APPLEPAY,MASTERCARD,GB,1
01-31-2021 17:45:42,252109,GBP,PAYMENTCARD,VISA,GB,1
02-14-2021 14:19:57,326172,EUR,PAYMENTCARD,MASTERCARD,GB,1
03-02-2021 14:44:53,300207,GBP,PAYPAL,VISA,GB,1
01-01-2021 15:20:52,121902,GBP,PAYPAL,AMEX,GB,1
01-02-2021 01:25:01,344243,SEK,PAYMENTCARD,VISA,GB,1
02-02-2021 16:36:49,225655,AUD,PAYMENTCARD,VISA,GB,1
04-07-2021 17:10:22,156422,GBP,PAYMENTCARD,VISA,US,1
03-20-2021 12:06:41,296874,USD,PAYMENTCARD,MASTERCARD,US,1
04-23-2021 00:48:11,357171,EUR,PAYMENTCARD,MASTERCARD,US,1
03-23-2021 21:28:05,12851,GBP,GOCARDLESS,VISA,GB,1
03-14-2021 07:14:39,167558,CAD,PAYMENTCARD,VISA,US,1
01-30-2021 15:10:45,136758,CAD,GOCARDLESS,VISA,GB,1
03-31-2021 09:25:50,141391,GBP,PAYPAL,VISA,GB,1
05-02-2021 08:22:25,151644,SEK,PAYPAL,VISA,GB,1
01-24-2021 19:48:32,130648,EUR,PAYMENTCARD,MASTERCARD,IE,1
01-02-2021 12:59:23,302938,USD,PAYPAL,MASTERCARD,GB,1
06-01-2021 08:49:57,126164,USD,PAYPAL,VISA,GB,1
04-07-2021 17:26:35,306726,GBP,PAYMENTCARD,VISA,GB,0
02-06-2021 14:23:43,283437,CAD,APPLEPAY,VISA,IE,1
01-12-2021 01:25:40,362641,EUR,PAYMENTCARD,MASTERCARD,US,1
02-25-2021 01:03:38,184396,GBP,PAYMENTCARD,VISA,GB,1
02-16-2021 04:02:32,118956,GBP,KLARNA,VISA,GB,1
01-19-2021 01:58:21,178383,USD,APPLEPAY,VISA,US,1
04-25-2021 01:58:25,199356,EUR,PAYMENTCARD,MASTERCARD,IE,1
05-02-2021 23:21:49,224447,USD,PAYPAL,VISA,GB,1
04-11-2021 08:20:54,248372,USD,PAYMENTCARD,VISA,GB,0
05-12-2021 01:15:27,34388,USD,PAYMENTCARD,MASTERCARD,GB,1
05-21-2021 03:31:59,369330,GBP,PAYMENTCARD,MASTERCARD,US,0
03-27-2021 06:32:51,219763,EUR,PAYMENTCARD,VISA,GB,1
02-12-2021 00:26:07,139880,CAD,PAYMENTCARD,VISA,US,0
05-20-2021 21:24:04,59480,EUR,PAYPAL,MASTERCARD,GB,0
02-03-2021 10:40:40,367367,SEK,PAYMENTCARD,AMEX,GB,1
05-09-2021 23:13:50,26457,CAD,PAYMENTCARD,VISA,GB,1
03-24-2021 12:41:43,172019,CAD,PAYMENTCARD,VISA,GB,1
05-04-2021 03:13:31,294770,GBP,PAYMENTCARD,MASTERCARD,GB,1
05-24-2021 15:48:10,372285,GBP,PAYMENTCARD,MASTERCARD,US,1
03-09-2021 21:51:06,177332,USD,KLARNA,MASTERCARD,GB,1
02-16-2021 19:48:18,361831,USD,PAYMENTCARD,VISA,US,0
03-02-2021 12:08:59,205862,EUR,PAYMENTCARD,VISA,US,0
01-11-2021 19:56:50,296771,EUR,PAYMENTCARD,MASTERCARD,GB,1
01-17-2021 21:54:00,238582,EUR,PAYPAL,MASTERCARD,GB,1
04-04-2021 04:00:15,75584,EUR,PAYMENTCARD,AMEX,GB,1
02-09-2021 13:50:21,94340,EUR,PAYMENTCARD,VISA,IE,1
05-28-2021 00:06:48,257565,USD,KLARNA,VISA,GB,1
01-25-2021 15:07:55,220208,GBP,PAYMENTCARD,MASTERCARD,GB,1
03-24-2021 14:40:24,240343,GBP,PAYPAL,VISA,GB,0
03-11-2021 16:45:50,287996,USD,PAYMENTCARD,VISA,US,1
04-14-2021 04:43:46,271559,USD,PAYPAL,VISA,GB,0
05-01-2021 19:22:01,217675,GBP,PAYMENTCARD,VISA,US,1
05-20-2021 03:43:55,77234,EUR,PAYPAL,VISA,GB,1
05-10-2021 04:57:39,148205,EUR,PAYMENTCARD,VISA,US,1
01-08-2021 13:51:41,382201,GBP,PAYMENTCARD,MASTERCARD,GB,1
05-28-2021 16:15:44,17491,USD,PAYMENTCARD,VISA,US,1
06-01-2021 04:47:05,92335,GBP,PAYMENTCARD,VISA,IE,1
03-28-2021 00:51:31,155877,GBP,KLARNA,VISA,GB,1
03-01-2021 02:43:13,194097,USD,KLARNA,MASTERCARD,GB,1
04-17-2021 17:50:04,267191,USD,GOCARDLESS,MASTERCARD,IE,0
01-15-2021 05:29:16,381589,EUR,PAYMENTCARD,VISA,GB,0
01-04-2021 19:14:07,105122,SEK,KLARNA,VISA,IE,1
01-26-2021 04:50:10,356089,USD,PAYPAL,VISA,IE,0
03-09-2021 09:18:54,244694,USD,PAYMENTCARD,AMEX,GB,1
04-05-2021 14:16:51,322746,GBP,PAYMENTCARD,AMEX,GB,0
03-22-2021 01:26:03,24417,EUR,PAYMENTCARD,MASTERCARD,US,1
03-17-2021 00:43:45,44101,USD,PAYPAL,MASTERCARD,AU,1
02-08-2021 03:24:23,5860,EUR,PAYPAL,MASTERCARD,US,1
01-02-2021 19:49:11,252356,GBP,PAYPAL,MASTERCARD,US,1
05-16-2021 20:12:56,182379,GBP,PAYMENTCARD,MASTERCARD,AU,1
02-27-2021 09:41:57,332841,CAD,APPLEPAY,MASTERCARD,GB,0
04-30-2021 12:10:57,177678,GBP,PAYPAL,VISA,GB,1
04-06-2021 15:14:27,77004,GBP,PAYMENTCARD,MASTERCARD,GB,1
02-21-2021 23:02:12,320293,SEK,PAYMENTCARD,MASTERCARD,GB,1
04-23-2021 04:24:38,348140,GBP,GOCARDLESS,MASTERCARD,GB,1
01-03-2021 09:22:55,6837,GBP,PAYPAL,VISA,GB,1
03-21-2021 16:18:20,16546,GBP,PAYPAL,VISA,GB,1
01-12-2021 15:32:29,38668,CAD,PAYMENTCARD,VISA,US,1
02-10-2021 05:26:28,136203,USD,PAYPAL,MASTERCARD,GB,1
03-26-2021 16:26:00,157936,GBP,KLARNA,VISA,GB,1
02-26-2021 19:18:47,108458,SEK,PAYMENTCARD,MASTERCARD,GB,1
02-17-2021 09:21:03,212994,USD,PAYMENTCARD,VISA,US,0
01-06-2021 23:44:45,238670,USD,PAYMENTCARD,VISA,GB,1
04-03-2021 03:02:47,153891,EUR,PAYMENTCARD,MASTERCARD,GB,1
02-20-2021 10:42:20,359682,AUD,PAYMENTCARD,MASTERCARD,US,1
04-01-2021 00:58:00,342220,GBP,PAYPAL,AMEX,GB,1
04-04-2021 10:10:06,272807,EUR,APPLEPAY,MASTERCARD,GB,1
02-15-2021 07:20:49,134068,GBP,PAYMENTCARD,MASTERCARD,IE,0
02-16-2021 17:39:07,264822,USD,PAYPAL,VISA,GB,1
04-17-2021 12:29:13,367065,EUR,PAYMENTCARD,VISA,GB,1
02-06-2021 03:32:38,298739,SEK,PAYMENTCARD,VISA,GB,1
02-23-2021 01:32:36,117949,USD,GOCARDLESS,AMEX,GB,0
05-05-2021 13:54:58,353832,USD,APPLEPAY,VISA,US,0
01-26-2021 05:53:31,45037,SEK,PAYPAL,VISA,GB,0
02-03-2021 14:10:56,157252,EUR,APPLEPAY,AMEX,GB,1
01-27-2021 19:16:05,175910,USD,PAYMENTCARD,AMEX,GB,1
01-30-2021 16:40:31,318305,GBP,PAYPAL,VISA,GB,0
04-26-2021 13:40:42,209304,USD,PAYMENTCARD,MASTERCARD,US,0
01-03-2021 03:11:22,185647,USD,KLARNA,MASTERCARD,US,1
03-22-2021 15:21:57,283948,GBP,PAYMENTCARD,AMEX,GB,1
03-11-2021 22:39:46,104222,SEK,PAYMENTCARD,VISA,IE,0
02-25-2021 20:06:27,194644,EUR,PAYMENTCARD,MASTERCARD,GB,0
03-28-2021 11:13:30,271522,GBP,PAYMENTCARD,MASTERCARD,GB,1
05-02-2021 17:19:48,45877,EUR,PAYMENTCARD,VISA,US,1
04-05-2021 00:26:45,97900,EUR,PAYMENTCARD,VISA,GB,1
02-16-2021 21:00:15,237762,USD,PAYPAL,VISA,US,1
04-17-2021 22:32:44,279187,CAD,PAYMENTCARD,VISA,US,1
04-01-2021 17:33:52,227138,USD,PAYMENTCARD,VISA,GB,0
05-09-2021 17:17:42,347416,GBP,APPLEPAY,VISA,GB,1
04-08-2021 17:17:47,383269,EUR,PAYPAL,MASTERCARD,GB,1
02-06-2021 22:03:02,181367,USD,PAYMENTCARD,VISA,GB,0
02-26-2021 04:20:47,83854,EUR,KLARNA,MASTERCARD,GB,1
04-24-2021 17:48:13,176878,EUR,PAYPAL,VISA,GB,1
02-14-2021 04:21:15,381172,EUR,PAYMENTCARD,VISA,GB,1
05-09-2021 13:37:51,344937,SEK,PAYMENTCARD,VISA,GB,1
05-05-2021 01:13:55,220694,GBP,PAYPAL,VISA,GB,1
04-18-2021 02:44:34,276114,GBP,PAYMENTCARD,AMEX,GB,1
04-23-2021 04:21:38,308787,EUR,PAYPAL,MASTERCARD,US,0
05-06-2021 08:10:32,367661,GBP,PAYMENTCARD,AMEX,US,0
03-25-2021 10:46:20,375000,EUR,PAYMENTCARD,VISA,GB,1
02-25-2021 08:13:25,264125,GBP,PAYMENTCARD,VISA,GB,1
04-18-2021 22:09:24,40922,AUD,PAYPAL,VISA,GB,1
05-10-2021 23:54:07,340522,GBP,PAYMENTCARD,VISA,GB,1
05-08-2021 17:20:07,372807,GBP,PAYMENTCARD,VISA,AU,1
05-21-2021 10:59:41,277968,GBP,KLARNA,MASTERCARD,GB,0
01-07-2021 03:01:17,170889,USD,PAYPAL,VISA,US,1
02-22-2021 05:48:57,12349,GBP,APPLEPAY,VISA,IE,1
03-12-2021 05:20:42,166398,CAD,PAYMENTCARD,VISA,GB,0
04-08-2021 07:30:16,145574,AUD,PAYMENTCARD,VISA,US,1
05-15-2021 20:03:18,216401,USD,PAYPAL,MASTERCARD,US,1
01-30-2021 00:18:24,86190,USD,PAYMENTCARD,VISA,GB,1
01-21-2021 16:20:57,152172,AUD,PAYMENTCARD,VISA,GB,1
01-10-2021 16:35:45,272886,USD,PAYMENTCARD,VISA,US,0
05-13-2021 14:04:29,328957,AUD,PAYPAL,VISA,GB,1
03-09-2021 00:18:54,201168,EUR,PAYMENTCARD,VISA,GB,1
04-14-2021 20:19:23,238433,GBP,PAYPAL,VISA,GB,1
03-18-2021 02:43:19,141393,GBP,PAYMENTCARD,VISA,US,1
05-12-2021 17:11:52,370351,AUD,PAYMENTCARD,VISA,GB,1
04-21-2021 12:40:51,254775,GBP,PAYMENTCARD,VISA,GB,1
01-10-2021 15:40:49,118449,CAD,PAYMENTCARD,AMEX,US,1
02-21-2021 07:15:37,261263,GBP,PAYMENTCARD,MASTERCARD,GB,1
03-19-2021 09:04:39,8975,GBP,PAYMENTCARD,MASTERCARD,GB,1
04-07-2021 05:30:22,173002,CAD,PAYMENTCARD,VISA,GB,1
01-17-2021 18:01:55,349333,USD,PAYPAL,AMEX,GB,0
03-05-2021 00:09:45,170457,GBP,APPLEPAY,VISA,GB,1
05-05-2021 14:33:19,222394,EUR,PAYMENTCARD,VISA,GB,1
04-21-2021 02:47:58,58393,USD,PAYPAL,MASTERCARD,GB,0
02-17-2021 15:46:56,88356,SEK,PAYMENTCARD,VISA,GB,1
03-07-2021 16:04:27,47196,EUR,PAYMENTCARD,AMEX,US,1
04-25-2021 23:46:17,361707,GBP,PAYMENTCARD,MASTERCARD,US,1
01-27-2021 18:03:46,59601,GBP,APPLEPAY,VISA,GB,1
01-29-2021 06:29:04,86655,GBP,PAYMENTCARD,VISA,US,1
03-18-2021 05:32:29,327063,EUR,PAYPAL,VISA,GB,0
01-21-2021 03:18:53,9454,EUR,PAYMENTCARD,VISA,GB,1
01-14-2021 23:13:20,70614,USD,PAYPAL,MASTERCARD,GB,1
05-12-2021 23:44:35,207818,USD,PAYMENTCARD,AMEX,US,1
03-19-2021 03:04:10,17638,USD,PAYMENTCARD,MASTERCARD,US,1
04-29-2021 20:34:28,255445,EUR,APPLEPAY,MASTERCARD,GB,1
01-01-2021 19:28:43,273067,GBP,PAYMENTCARD,AMEX,GB,1
03-18-2021 08:16:51,182044,EUR,PAYPAL,VISA,GB,0
02-03-2021 16:31:54,252136,USD,PAYMENTCARD,VISA,US,1
01-30-2021 05:35:31,94389,EUR,PAYMENTCARD,VISA,GB,1
02-18-2021 10:25:28,179300,GBP,PAYMENTCARD,VISA,US,1
05-23-2021 10:54:00,69118,GBP,PAYMENTCARD,MASTERCARD,GB,1
04-13-2021 20:12:54,294550,USD,PAYPAL,MASTERCARD,GB,1
04-13-2021 20:29:09,128994,EUR,PAYPAL,MASTERCARD,US,0
04-27-2021 17:08:17,90057,SEK,KLARNA,MASTERCARD,GB,1
03-31-2021 04:03:09,189406,USD,PAYPAL,VISA,GB,0
05-14-2021 06:41:15,52820,GBP,PAYMENTCARD,MASTERCARD,GB,1
05-05-2021 10:11:06,316020,GBP,PAYMENTCARD,VISA,GB,0
02-18-2021 16:44:41,175260,SEK,PAYMENTCARD,VISA,US,1
05-05-2021 09:34:04,131361,USD,APPLEPAY,VISA,US,1
03-02-2021 17:50:02,328410,EUR,GOCARDLESS,VISA,GB,1
05-17-2021 02:30:24,172584,GBP,GOCARDLESS,VISA,GB,1
05-27-2021 17:56:44,332157,GBP,PAYPAL,VISA,US,1
03-23-2021 10:39:48,46006,USD,PAYMENTCARD,VISA,US,1
05-09-2021 09:21:14,263374,GBP,APPLEPAY,MASTERCARD,US,1
03-27-2021 20:19:59,36514,CAD,PAYMENTCARD,MASTERCARD,GB,1
05-31-2021 06:54:53,44399,EUR,PAYMENTCARD,VISA,US,1
05-10-2021 00:54:26,87701,EUR,PAYMENTCARD,VISA,AU,1
05-22-2021 02:25:38,263411,GBP,PAYMENTCARD,MASTERCARD,US,1
01-06-2021 06:15:21,114977,AUD,PAYPAL,MASTERCARD,GB,1
01-08-2021 12:46:12,69709,USD,PAYMENTCARD,MASTERCARD,GB,1
04-25-2021 20:50:52,98205,EUR,PAYMENTCARD,MASTERCARD,US,1
04-21-2021 05:54:59,142935,EUR,PAYMENTCARD,MASTERCARD,GB,1
04-16-2021 13:42:14,86009,SEK,PAYMENTCARD,MASTERCARD,US,0
04-10-2021 12:21:43,167711,EUR,PAYMENTCARD,VISA,IE,1
02-01-2021 00:18:06,225267,USD,PAYMENTCARD,AMEX,GB,1
05-12-2021 06:34:50,101268,GBP,PAYMENTCARD,VISA,GB,1
03-14-2021 08:02:14,226647,GBP,PAYMENTCARD,VISA,GB,1
05-04-2021 20:31:41,75092,EUR,APPLEPAY,VISA,GB,1
02-04-2021 11:38:35,119309,USD,PAYMENTCARD,MASTERCARD,US,0
03-08-2021 23:58:53,321242,GBP,PAYPAL,VISA,US,1
01-03-2021 02:17:37,113564,GBP,PAYMENTCARD,MASTERCARD,GB,1
03-14-2021 20:19:13,64305,EUR,PAYMENTCARD,VISA,GB,1
04-30-2021 22:48:49,271889,CAD,PAYPAL,VISA,US,1
01-12-2021 06:14:17,270100,EUR,PAYMENTCARD,VISA,GB,1
04-25-2021 07:14:40,8929,GBP,PAYMENTCARD,VISA,US,1
01-05-2021 05:05:14,286273,USD,PAYMENTCARD,AMEX,GB,1
04-11-2021 14:51:13,84631,GBP,KLARNA,VISA,GB,1
03-27-2021 09:17:34,156058,USD,PAYMENTCARD,MASTERCARD,US,1
01-04-2021 08:47:15,299862,GBP,PAYPAL,VISA,GB,0
04-22-2021 16:57:08,288719,EUR,PAYMENTCARD,VISA,GB,1
05-17-2021 07:01:42,275476,USD,PAYMENTCARD,VISA,US,1
05-07-2021 02:35:39,354227,GBP,PAYPAL,AMEX,US,1
03-10-2021 09:58:43,342516,GBP,PAYMENTCARD,MASTERCARD,US,1
03-07-2021 23:04:55,94289,EUR,PAYPAL,VISA,GB,1
04-10-2021 23:34:12,147772,AUD,PAYMENTCARD,VISA,GB,1
05-31-2021 14:14:28,215992,USD,KLARNA,MASTERCARD,GB,1
03-31-2021 20:23:06,23766,EUR,APPLEPAY,VISA,GB,1
03-01-2021 01:36:18,240425,EUR,KLARNA,MASTERCARD,GB,1
05-14-2021 03:33:21,81772,USD,APPLEPAY,VISA,US,1
04-04-2021 02:07:50,182354,AUD,PAYMENTCARD,MASTERCARD,US,0
03-31-2021 08:01:45,49118,GBP,PAYMENTCARD,VISA,IE,1
04-09-2021 11:46:45,176384,GBP,PAYMENTCARD,VISA,US,1
02-01-2021 03:14:50,62468,AUD,PAYMENTCARD,MASTERCARD,US,1
05-31-2021 16:41:29,152558,EUR,PAYPAL,VISA,US,1
03-28-2021 04:49:48,20393,USD,PAYMENTCARD,VISA,GB,1
04-23-2021 11:54:29,330307,GBP,PAYMENTCARD,MASTERCARD,GB,1
01-04-2021 14:22:55,73307,GBP,PAYMENTCARD,VISA,US,1
01-08-2021 17:54:52,260530,EUR,PAYMENTCARD,VISA,US,1
02-15-2021 18:28:35,348063,GBP,PAYMENTCARD,MASTERCARD,US,1
04-10-2021 08:06:48,121452,AUD,PAYMENTCARD,VISA,GB,1
02-19-2021 22:06:21,61588,EUR,PAYMENTCARD,VISA,GB,0
05-20-2021 22:26:21,342309,EUR,PAYPAL,VISA,US,0
04-23-2021 03:37:52,49893,EUR,PAYMENTCARD,VISA,GB,1
01-18-2021 18:28:01,229327,GBP,PAYMENTCARD,MASTERCARD,GB,1
05-10-2021 18:13:16,283557,USD,KLARNA,VISA,GB,0
02-17-2021 08:36:39,309634,GBP,PAYMENTCARD,VISA,GB,1
02-06-2021 09:20:35,80512,GBP,PAYPAL,MASTERCARD,GB,1
04-24-2021 18:30:19,227052,AUD,PAYMENTCARD,VISA,US,1
02-07-2021 12:47:00,64164,EUR,PAYMENTCARD,VISA,GB,1
03-17-2021 01:19:59,35417,AUD,KLARNA,MASTERCARD,US,1
05-29-2021 22:41:08,15477,GBP,PAYMENTCARD,VISA,GB,1
01-18-2021 19:56:48,7107,GBP,PAYPAL,VISA,GB,1
01-02-2021 16:08:39,44177,USD,PAYPAL,VISA,US,1
01-30-2021 08:55:24,99710,USD,PAYPAL,VISA,GB,1
05-03-2021 21:53:46,122682,CAD,PAYMENTCARD,VISA,US,1
02-14-2021 17:44:55,199608,USD,PAYPAL,VISA,GB,1
01-03-2021 03:43:12,103341,EUR,PAYMENTCARD,VISA,GB,0
01-29-2021 02:06:15,50500,USD,PAYMENTCARD,VISA,GB,1
05-31-2021 04:15:03,335781,AUD,PAYPAL,MASTERCARD,GB,1
02-19-2021 18:20:02,337676,USD,PAYMENTCARD,MASTERCARD,GB,1
04-10-2021 13:35:58,94108,EUR,PAYPAL,MASTERCARD,GB,1
02-12-2021 02:04:20,75123,USD,PAYPAL,VISA,US,1
02-04-2021 09:52:06,187041,AUD,PAYMENTCARD,AMEX,GB,1
05-29-2021 03:18:21,302107,EUR,PAYMENTCARD,AMEX,GB,1
02-08-2021 08:39:22,187715,USD,KLARNA,VISA,GB,1
04-24-2021 13:04:08,215897,USD,PAYMENTCARD,MASTERCARD,US,1
02-02-2021 03:24:35,355152,GBP,PAYMENTCARD,MASTERCARD,US,1
04-22-2021 00:42:56,186400,USD,PAYPAL,MASTERCARD,AU,1
04-25-2021 23:00:52,373515,USD,APPLEPAY,VISA,GB,1
03-10-2021 05:03:58,47842,USD,PAYMENTCARD,MASTERCARD,GB,1
02-15-2021 12:55:52,202146,GBP,KLARNA,VISA,AU,1
01-05-2021 17:27:55,182751,USD,KLARNA,VISA,GB,1
01-13-2021 13:35:42,229194,GBP,PAYMENTCARD,MASTERCARD,GB,1
05-15-2021 06:49:15,296771,GBP,PAYMENTCARD,VISA,GB,1
05-31-2021 18:58:18,357474,EUR,PAYMENTCARD,VISA,GB,1
04-15-2021 12:35:39,311076,CAD,PAYMENTCARD,VISA,GB,0
05-09-2021 02:34:20,328222,EUR,PAYMENTCARD,VISA,AU,0
02-21-2021 18:42:30,151449,USD,PAYMENTCARD,MASTERCARD,GB,1
05-01-2021 16:21:25,377253,EUR,PAYMENTCARD,MASTERCARD,IE,0
02-18-2021 06:11:41,324344,EUR,APPLEPAY,VISA,GB,1
01-09-2021 14:48:23,5880,GBP,PAYMENTCARD,MASTERCARD,AU,1
02-05-2021 02:08:34,153506,USD,PAYPAL,VISA,US,1
05-28-2021 20:15:36,159560,GBP,PAYPAL,VISA,US,1
03-25-2021 05:22:13,185597,USD,PAYMENTCARD,VISA,GB,1
01-10-2021 21:02:23,269034,GBP,PAYMENTCARD,VISA,GB,1
01-11-2021 02:50:19,99820,GBP,APPLEPAY,VISA,GB,0
04-06-2021 05:27:25,52820,GBP,PAYMENTCARD,VISA,GB,1
02-25-2021 14:24:04,145647,AUD,PAYMENTCARD,MASTERCARD,GB,1
01-08-2021 20:29:49,4048,GBP,PAYMENTCARD,VISA,US,1
01-10-2021 21:07:03,112290,EUR,PAYMENTCARD,MASTERCARD,GB,0
04-04-2021 05:55:09,329516,AUD,PAYMENTCARD,VISA,GB,1
03-27-2021 07:08:39,123614,EUR,PAYMENTCARD,MASTERCARD,GB,1
02-24-2021 18:05:32,93475,USD,KLARNA,VISA,GB,1
05-04-2021 10:30:19,213469,USD,PAYMENTCARD,VISA,GB,1
05-18-2021 04:02:09,204527,GBP,PAYPAL,VISA,GB,0
01-01-2021 19:42:16,324133,USD,PAYMENTCARD,MASTERCARD,GB,1
02-15-2021 07:11:18,33735,USD,APPLEPAY,VISA,US,1
01-24-2021 18:59:58,129986,GBP,PAYPAL,VISA,US,1
02-23-2021 01:57:28,222343,GBP,PAYMENTCARD,VISA,US,1
01-15-2021 20:41:38,23888,AUD,PAYMENTCARD,AMEX,GB,0
04-15-2021 01:15:04,311524,GBP,PAYMENTCARD,MASTERCARD,AU,1
01-02-2021 03:16:36,3946,GBP,PAYPAL,VISA,US,1
05-18-2021 23:54:25,218843,AUD,PAYMENTCARD,VISA,US,1
01-24-2021 08:02:48,318577,USD,PAYMENTCARD,VISA,GB,1
01-18-2021 20:11:01,199092,EUR,PAYPAL,VISA,IE,1
04-13-2021 06:48:25,113909,GBP,PAYPAL,VISA,US,1
01-31-2021 09:39:00,315439,AUD,PAYMENTCARD,VISA,GB,0
02-05-2021 14:35:54,302773,USD,PAYPAL,VISA,US,0
05-10-2021 09:31:35,107191,GBP,PAYPAL,VISA,GB,1
01-22-2021 16:56:59,67131,GBP,PAYPAL,VISA,GB,1
04-19-2021 07:20:34,86768,AUD,PAYMENTCARD,MASTERCARD,GB,1
02-16-2021 03:27:30,99491,AUD,PAYMENTCARD,VISA,GB,1
05-06-2021 01:04:35,72340,AUD,PAYMENTCARD,MASTERCARD,GB,1
01-08-2021 13:54:39,238075,GBP,PAYPAL,MASTERCARD,GB,1
03-26-2021 13:32:12,85251,GBP,PAYMENTCARD,VISA,GB,1
04-04-2021 12:35:34,362346,USD,PAYMENTCARD,VISA,GB,0
05-19-2021 13:53:01,287665,GBP,PAYMENTCARD,MASTERCARD,GB,1
04-10-2021 16:35:30,50448,AUD,PAYMENTCARD,VISA,GB,1
03-04-2021 10:24:53,252722,USD,PAYMENTCARD,VISA,US,1
05-22-2021 12:13:51,359757,USD,APPLEPAY,AMEX,GB,1
01-18-2021 18:39:48,41107,GBP,PAYMENTCARD,VISA,GB,1
05-26-2021 14:26:40,34093,EUR,PAYPAL,VISA,GB,1
03-22-2021 14:16:28,371522,GBP,PAYMENTCARD,MASTERCARD,GB,1
04-21-2021 03:11:34,225655,EUR,APPLEPAY,VISA,GB,1
04-29-2021 14:23:32,246730,USD,PAYPAL,AMEX,US,1
01-11-2021 23:47:42,305797,CAD,PAYPAL,AMEX,US,1
04-26-2021 23:15:02,266675,GBP,APPLEPAY,VISA,IE,1
03-09-2021 15:49:19,279335,SEK,PAYMENTCARD,VISA,US,1
01-06-2021 05:01:34,323713,GBP,PAYMENTCARD,VISA,US,0
04-22-2021 19:27:48,311928,GBP,PAYMENTCARD,VISA,US,1
04-27-2021 18:41:41,81442,EUR,PAYMENTCARD,MASTERCARD,GB,1
03-25-2021 23:52:53,368664,GBP,PAYMENTCARD,MASTERCARD,GB,0
01-19-2021 09:31:53,23222,USD,PAYMENTCARD,MASTERCARD,GB,1
02-15-2021 18:23:31,333151,EUR,PAYMENTCARD,VISA,GB,1
02-22-2021 11:24:54,11337,EUR,PAYPAL,MASTERCARD,GB,1
04-11-2021 19:43:05,371332,USD,PAYMENTCARD,VISA,US,1
03-20-2021 02:29:10,199893,EUR,PAYMENTCARD,VISA,GB,1
02-16-2021 13:12:28,1685,AUD,PAYMENTCARD,VISA,GB,1
04-28-2021 10:27:14,28660,USD,PAYMENTCARD,MASTERCARD,GB,0
02-24-2021 12:07:42,180988,USD,PAYMENTCARD,VISA,GB,0
01-06-2021 09:12:36,241713,AUD,PAYMENTCARD,AMEX,US,0
03-21-2021 15:42:18,250632,GBP,PAYMENTCARD,VISA,GB,1
03-30-2021 02:09:48,315047,EUR,PAYPAL,MASTERCARD,GB,1
03-06-2021 07:46:30,168548,USD,PAYPAL,VISA,GB,0
04-03-2021 06:08:02,377851,USD,APPLEPAY,AMEX,IE,1
02-28-2021 05:10:56,114029,EUR,PAYMENTCARD,MASTERCARD,US,1
04-07-2021 22:21:18,276999,AUD,APPLEPAY,VISA,US,0
04-29-2021 11:19:02,164294,GBP,PAYMENTCARD,VISA,GB,1
03-25-2021 16:19:03,93775,GBP,PAYMENTCARD,AMEX,AU,1
03-27-2021 09:31:54,370157,EUR,PAYPAL,VISA,US,0
05-08-2021 11:10:48,213299,EUR,PAYMENTCARD,VISA,US,1
03-31-2021 01:36:28,353957,USD,PAYMENTCARD,MASTERCARD,GB,0
05-02-2021 07:03:19,236500,EUR,APPLEPAY,MASTERCARD,US,1
02-24-2021 14:44:20,339083,GBP,PAYMENTCARD,VISA,GB,1
04-03-2021 22:05:58,318851,USD,PAYPAL,VISA,US,0
04-16-2021 08:54:49,375240,EUR,PAYMENTCARD,MASTERCARD,US,1
03-23-2021 01:58:48,349317,GBP,PAYMENTCARD,VISA,US,1
02-05-2021 01:33:48,6557,SEK,PAYPAL,VISA,US,1
02-18-2021 17:53:36,296833,USD,KLARNA,VISA,GB,1
05-01-2021 07:46:56,47901,GBP,PAYMENTCARD,MASTERCARD,GB,1
05-11-2021 07:37:29,374676,USD,APPLEPAY,MASTERCARD,GB,1
03-01-2021 07:32:37,239651,USD,PAYPAL,VISA,GB,1
03-22-2021 20:45:48,319842,EUR,PAYPAL,VISA,US,1
04-27-2021 04:37:53,49290,GBP,PAYPAL,MASTERCARD,GB,1
03-29-2021 18:44:19,102224,USD,PAYMENTCARD,VISA,GB,1
04-26-2021 21:45:38,357858,USD,PAYMENTCARD,VISA,AU,1
05-27-2021 08:41:22,234586,GBP,PAYMENTCARD,VISA,GB,1
03-12-2021 07:29:02,291175,EUR,APPLEPAY,MASTERCARD,GB,1
04-17-2021 13:13:24,253075,EUR,PAYMENTCARD,VISA,US,0
